eid,n,t,w
48116,enrageant,1,52
48120,penderie,1,224
48123,toilé,1,55
48126,écrasant,1,66
48127,volatilisation,1,68
48128,Champfleury,1,52
48135,application,1,130
48140,noeud,1,284
48141,scarlatineux,1,52
48151,brancardage,1,54
48155,pistole,1,56
48156,dialyser,1,60
48160,durer,1,110
48163,quinone,1,52
48167,Kropotkine,1,52
48168,février,1,2260
48169,fracture,1,582
48171,buccin,1,54
48174,gager,1,52
48175,godelureau,1,52
48177,synchronisme,1,52
48180,borgne,1,88
48185,entêtante,1,74
48189,bobine,1,118
48193,Aisne,1,86
48197,recycler,1,74
48202,simagrée,1,60
48203,chatière,1,94
48204,étancher sa soif,1,52
48210,Tibériade,1,56
48211,parvenu,1,68
48214,escadrille,1,56
48217,Cocteau,1,54
48221,frontal,1,64
48223,lunette astronomique,1,64
48225,échine,1,64
48229,clouer,1,398
48237,football américain,1,70
48239,antidote,1,72
48241,fécal,1,52
48242,boute-en-train,1,52
48243,profondeur de champ,1,60
48247,Aléria,1,52
48252,se goberger,1,52
48253,Cahors,1,56
48254,ravoir,1,56
48264,prophétique,1,52
48266,arythmique,1,54
48270,parasiter,1,66
48273,système limbique,1,54
48274,palestinien,1,78
48275,employé,1,574
48282,agir en justice,1,52
48289,camionnette,1,250
48291,caryogamie,1,52
48294,Gneisenau,1,52
48296,Alcuin,1,52
48301,Benserade,1,52
48304,échecs,1,712
48308,catherinette,1,54
48312,stériliser,1,82
48320,abêtir,1,52
48322,entaille,1,142
48324,salpingo-ovarite,1,52
48325,altérité,1,68
48330,DJ,1,88
48332,déballer,1,76
48333,utilisation,1,140
48334,laser,1,154
48335,catégories,1,54
48336,sapajou,1,54
48342,sénestre,1,60
48344,trémie,1,80
48346,rétraction,1,52
48353,Zénon,1,54
48361,carrée,1,80
48365,akène,1,64
48367,vie de famille,1,172
48368,massivement,1,58
48373,incitation,1,56
48374,Senghor,1,54
48375,chercher la petite bête,1,130
48379,caméscope,1,66
48382,décroissant,1,64
48383,flag,1,82
48389,esthétisme,1,52
48390,inédit,1,86
48391,de faïence,1,52
48394,Lipton,1,112
48395,per os,1,52
48397,Elsa,1,52
48398,craché,1,58
48400,dépiler,1,52
48401,ligne de vie,1,80
48405,parrain,1,158
48421,disruption,1,52
48422,explosifs,1,58
48423,éolien,1,62
48428,Marie-Chantal,1,52
48435,Titus,1,70
48437,hilare,1,58
48441,prédiction,1,148
48445,réapparaître,1,68
48446,tricoter,1,496
48449,efféminé,1,62
48453,apprêt,1,64
48455,battre le carton,1,56
48457,combinatoire,1,80
48461,cubage,1,56
48464,photosphère,1,70
48465,IIIe République,1,70
48473,rudoyer,1,52
48475,à la main,1,64
48476,emboîtement,1,66
48483,pruche,1,52
48486,vaudou,1,424
48488,lâchage,1,54
48491,aromatiser,1,124
48492,réapprovisionner,1,52
48496,sauvage,1,690
48498,fait-divers,1,52
48500,boa,1,354
48501,dinde,1,454
48504,artériel,1,58
48505,maoïste,1,54
48506,exquisement,1,52
48509,métalliser,1,58
48510,dangereux,1,498
48511,chandelle,1,232
48513,qualité,1,348
48518,folle avoine,1,52
48519,prolongement,1,64
48520,chronographe,1,54
48521,kilo,1,126
48526,brin,1,126
48529,spaghetti,1,162
48530,Brel,1,78
48534,Cluny,1,56
48539,près,1,192
48540,Long Beach,1,64
48546,Hamani Diori,1,52
48547,Deauville,1,54
48548,À armes égales,1,64
48550,graillement,1,52
48552,hépatiques,1,54
48556,boulevard,1,608
48558,sympathiser,1,64
48559,organométallique,1,52
48561,12,1,990
48567,écarter,1,142
48569,amok,1,62
48574,ramasse,1,62
48575,tiramisu,1,80
48582,génial,1,266
48583,Matignon,1,66
48584,hurleur,1,58
48586,africains,1,54
48588,descendant,1,238
48592,Depardieu,1,68
48595,Keynes,1,56
48599,maintenant,1,270
48608,introniser,1,62
48612,complexe,1,190
48617,modérateur,1,68
48623,jurer,1,194
48625,jeter,1,464
48632,cnrs,1,52
48634,homologation,1,66
48637,cinéma espagnol,1,52
48646,élaborer,1,210
48654,rêve,1,1030
48658,patronal,1,54
48669,mutique,1,58
48672,Second Empire,1,74
48673,empapaouter,1,52
48678,emmêlé,1,56
48682,chaudronnier,1,88
48685,dizygote,1,72
48687,rapprochement,1,116
48693,ferrailler,1,52
48695,teintant,1,62
48697,balade,1,170
48698,nautisme,1,72
48700,La Boum 2,1,54
48704,trouver,1,458
48705,purine,1,52
48713,marabouter,1,64
48718,carbonyle,1,56
48719,mitard,1,60
48720,scrutateur,1,52
48723,livré,1,54
48727,chambrette,1,58
48730,remarier,1,52
48733,dommage,1,138
48734,spectroscope,1,56
48736,Des souris et des hommes,1,82
48739,télégraphe,1,88
48740,William Faulkner,1,54
48744,Syrie,1,92
48752,ressortissant,1,68
48753,herméticité,1,52
48758,indienne,1,104
48761,piauler,1,52
48766,aboli,1,60
48770,désespérant,1,58
48775,société secrète,1,54
48777,contre-pouvoir,1,54
48779,tempéré,1,180
48780,infecté,1,70
48781,scyphozoaires,1,54
48791,néon,1,118
48794,smart,1,52
48795,âne,1,756
48797,raser,1,376
48799,ravauder,1,80
48801,hotte,1,178
48804,ce,1,56
48812,Arras,1,56
48814,spondylite,1,52
48818,nucléole,1,56
48819,resto U,1,58
48820,albumine,1,80
48825,sac à main,1,394
48827,engager,1,120
48829,photoluminescence,1,58
48832,invasion,1,154
48834,à vie,1,54
48841,déboîté,1,52
48843,escabeau,1,66
48851,vilebrequin,1,62
48855,carnivore,1,1426
48857,sentiments,1,146
48860,poupe,1,154
48866,accordéon,1,116
48868,azoospermie,1,54
48870,périscope,1,70
48871,déserter,1,56
48873,sirénien,1,58
48876,Temple de Jérusalem,1,52
48881,couilles,1,104
48888,être de garde,1,74
48892,musique sacrée,1,58
48893,défloraison,1,54
48897,cytomégalovirus,1,56
48900,rétif,1,56
48901,coutumier,1,70
48905,suintant,1,76
48907,rajeunir,1,132
48909,localier,1,56
48917,veuf,1,112
48918,entourer,1,178
48919,emplâtrer,1,52
48920,psychothérapeute,1,94
48923,ostéoporose,1,68
48925,pimprenelle,1,54
48929,percher,1,72
48930,misogynie,1,72
48934,vitiligo,1,56
48936,entraînement,1,210
48937,tirer du sommeil,1,54
48942,Falstaff,1,52
48943,aspirateur,1,478
48947,bout-dehors,1,58
48953,sabotière,1,56
48956,mariculture,1,52
48958,calciné,1,52
48961,parure,1,250
48966,hachette,1,72
48971,Dubcek,1,72
48973,rédactionnel,1,52
48976,immatriculation,1,108
48981,présentation,1,232
48987,mettre à jour,1,56
48988,argyronète,1,52
49002,kawa,1,66
49005,aglycone,1,52
49011,disconvenance,1,54
49016,tautomère,1,52
49021,réchauffer,1,602
49022,kick,1,54
49029,crématorium,1,80
49035,hé,1,66
49042,calligraphier,1,74
49044,disconvenant,1,52
49046,cueille,1,54
49048,familiarité,1,116
49051,Pm,1,52
49054,Oedipe roi,1,52
49057,apprêter,1,58
49059,bâtisseur,1,72
49060,partage,1,308
49061,Jean sans Peur,1,56
49071,absorbeur,1,52
49073,cerise,1,832
49074,bourré,1,168
49079,buté,1,66
49080,flavonoïdes,1,58
49086,silicate,1,102
49089,ronfleur,1,94
49096,sans queue ni tête,1,62
49098,muguet,1,240
49099,carcailler,1,52
49103,drame,1,246
49107,douiller,1,70
49111,franchement,1,110
49114,Fonds monétaire international,1,54
49116,pharaon,1,768
49117,parquet,1,262
49118,enjamber,1,130
49127,cerbère,1,86
49132,hostile,1,92
49135,se pourvoir,1,52
49141,possessif,1,216
49145,pistache,1,112
49146,Jessica,1,54
49147,Hiroshima mon amour,1,54
49148,rendormir,1,54
49149,saillie,1,60
49151,parking,1,596
49154,rivière,1,2556
49160,MIT,1,54
49161,Elise,1,54
49165,giclée,1,52
49169,supputation,1,58
49170,khôl,1,92
49173,ciao,1,60
49174,Autriche-Hongrie,1,54
49175,fennec,1,124
49179,endocrinologie,1,52
49181,subvention,1,86
49183,camélidé,1,66
49186,méandre,1,98
49187,mélanocyte,1,84
49188,La Nausée,1,52
49191,dix-huit,1,86
49195,victorieux,1,110
49199,Faux Coupable,1,52
49200,cheval-vapeur,1,52
49207,acteur,1,3656
49208,incarner,1,78
49209,Callas,1,70
49210,vipère,1,444
49219,rond-point,1,80
49220,interrogative,1,62
49221,rembourrage,1,76
49227,bleusaille,1,54
49228,habiliter,1,54
49229,récursivité,1,84
49231,Kymi,1,52
49239,royalty,1,52
49240,obsolescence,1,72
49246,cérumen,1,104
49247,graisseux,1,198
49249,eumolpe,1,52
49255,sauvignon,1,54
49259,profonde,1,120
49265,orchidée,1,114
49266,ordures ménagères,1,52
49268,mousseux,1,116
49270,trichobézoard,1,52
49274,ashram,1,54
49277,inconséquence,1,58
49278,aller aux nouvelles,1,54
49282,adolescente,1,122
49285,songer,1,106
49289,constellation,1,440
49292,évêché,1,52
49293,humain,1,2270
49294,sardoniquement,1,56
49300,in utero,1,54
49302,minouche,1,52
49304,tunique,1,72
49307,ressource,1,116
49308,Taine,1,54
49309,entier,1,418
49311,tribuns,1,54
49314,cuissage,1,58
49315,pancréas,1,170
49316,fautivement,1,58
49318,loisir,1,720
49319,souplesse,1,200
49320,épiglotte,1,54
49323,péninsule,1,94
49327,saphir,1,124
49332,flotte,1,256
49337,crainte,1,1148
49342,avoir confiance,1,52
49343,analyste,1,66
49345,gestionnaire,1,68
49347,Murray,1,52
49348,Raspoutine,1,68
49352,auprès de,1,52
49365,leucémie,1,102
49367,phylogénie,1,70
49370,faîtage,1,56
49372,lustreuse,1,54
49374,purgatif,1,68
49381,estimer,1,206
49383,mot pour mot,1,82
49390,diffusion,1,154
49394,Christian Friedrich Samuel Hahnemann,1,52
49395,eider,1,88
49400,prosopopée,1,52
49401,mouscaille,1,64
49402,bronzé,1,128
49403,inhalateur,1,64
49407,réchaud,1,116
49408,hittite,1,56
49409,EDF,1,166
49410,aristocrate,1,74
49412,anglo-saxon,1,76
49413,héron cendré,1,54
49420,jeune homme,1,178
49423,hydrocéphale,1,60
49427,écailler,1,86
49428,vitré,1,70
49437,suranné,1,68
49439,nucléofuge,1,52
49442,bine,1,56
49450,aide,1,794
49452,scripteur,1,54
49455,physiologique,1,54
49461,récent,1,344
49462,resucée,1,52
49470,Rodrigue,1,64
49472,discale,1,52
49475,lyre,1,82
49476,décaféiné,1,96
49477,père fouettard,1,80
49479,reconduire,1,130
49480,sans égal,1,54
49487,intérim,1,60
49493,se mettre à poil,1,70
49499,boiton,1,52
49513,trans,1,102
49514,pavage,1,86
49517,arquebusade,1,52
49524,myrmidon,1,68
49528,locomoteur,1,66
49534,foraminifères,1,54
49537,spécialité,1,438
49539,Titanic,1,114
49543,bribe,1,58
49546,coupe-choux,1,52
49549,racines,1,204
49552,faire échouer,1,56
49554,exempté,1,52
49556,démoli,1,52
49559,grivois,1,124
49560,cracher,1,212
49565,Arlésienne,1,66
49567,costumé,1,52
49576,Baltique,1,58
49578,abandon,1,626
49580,thermolyse,1,54
49582,fulminant,1,52
49585,putrescence,1,52
49593,filocher,1,54
49595,compulser,1,52
49596,doudou,1,278
49597,compenser,1,92
49598,tailler,1,524
49601,demander en mariage,1,70
49602,cure-pipe,1,62
49603,Adamov,1,56
49607,aller voir,1,54
49608,copine,1,450
49612,Goya,1,52
49614,ramener à la raison,1,52
49615,commerce,1,2844
49616,chipolata,1,74
49619,minuter,1,116
49621,avec aisance,1,68
49623,exclamative,1,60
49624,sous-affréter,1,52
49627,sphénoïde,1,58
49629,insuffisant,1,132
49630,Coleridge,1,52
49635,colliger,1,54
49639,fauvisme,1,72
49642,expérimentateur,1,52
49645,chimiothérapie,1,182
49651,Eurovision,1,78
49655,cacaotier,1,58
49660,morose,1,88
49663,agrandisseur,1,58
49664,art rupestre,1,88
49665,cinquantaine,1,110
49666,altéré,1,60
49668,microphone,1,82
49670,Stéphane Mallarmé,1,52
49678,mini,1,100
49679,part,1,234
49683,polyphylétique,1,54
49685,liposuccion,1,52
49688,cunnilinctus,1,60
49689,pneumogastrique,1,60
49699,polyploïde,1,58
49704,se désister,1,60
49706,galipette,1,52
49710,string,1,218
49712,appréhension,1,188
49713,plaqueminier,1,52
49714,importuné,1,58
49715,poinçonner,1,56
49720,extrudeuse,1,52
49721,se prêter,1,52
49722,brusque,1,120
49725,assimilation,1,74
49726,gâter,1,234
49731,couru,1,56
49739,apporter,1,232
49741,appointer,1,56
49751,gommé,1,52
49759,potager,1,696
49760,interpellation,1,76
49761,restituer,1,106
49771,unaire,1,52
49774,Calliope,1,52
49775,maîtrise,1,106
49777,rampant,1,114
49779,pathologique,1,58
49785,salin,1,96
49789,faquin,1,54
49790,opacité,1,66
49793,Leeuwarden,1,52
49794,fichtre,1,74
49800,déposition,1,56
49803,froid,1,3935
49804,MacOS,1,56
49805,fonctionnelle,1,54
49807,mélatonine,1,58
49810,pin,1,318
49817,mimosa,1,62
49825,axer,1,52
49828,Caroline,1,70
49830,génie,1,406
49836,pieux,1,84
49840,Spielberg,1,52
49842,fourcher,1,54
49843,abricotine,1,60
49844,émasculation,1,68
49853,visqueux,1,104
49854,Figeac,1,54
49855,Alfred,1,88
49860,qcm,1,52
49864,impérial,1,66
49868,rétorquer,1,58
49873,éducateur,1,82
49876,gargantuesque,1,80
49880,aciduler,1,56
49881,néerlandais,1,130
49884,Sonate,1,52
49888,endormissement,1,158
49893,sarcome,1,58
49896,quintette,1,58
49900,nigérien,1,76
49905,gérer,1,156
49913,bouvillon,1,54
49915,mentionner,1,54
49917,propret,1,118
49919,corso,1,54
49922,Allobroges,1,54
49926,profanation,1,90
49928,couverture,1,1378
49930,verrat,1,54
49932,fraiseur,1,56
49934,demi-heure,1,62
49936,Alaï,1,54
49938,Atlantide,1,52
49945,tenace,1,96
49947,Sienne,1,72
49956,George Lucas,1,64
49957,Citroën,1,260
49962,cumulus,1,334
49963,carcharodon,1,52
49964,cérambycidés,1,58
49969,Seigneur des anneaux,1,58
49972,compteur,1,96
49974,échographie,1,152
49975,tarauder,1,54
49978,naturaliste,1,58
49989,champs,1,396
49995,cardio-vasculaire,1,52
50002,stupidité,1,280
50005,morné,1,52
50006,connaissant,1,58
50008,abdominal,1,70
50009,loser,1,66
50015,lymphangite,1,52
50017,popotin,1,92
50021,lourde,1,190
50026,apparenté,1,56
50027,festoyeur,1,54
50033,hallali,1,54
50036,Jersey,1,62
50039,Parapluies de Cherbourg,1,52
50041,honneur,1,310
50043,étrille,1,54
50047,sociologiquement,1,54
50049,égoïne,1,64
50051,sud-africain,1,68
50054,pollinisation,1,72
50055,aléser,1,56
50059,hurlement,1,318
50061,déconsidération,1,54
50064,Miou-Miou,1,58
50066,à venir,1,60
50068,stalagtite,1,200
50070,dandinement,1,52
50072,coutume,1,144
50074,panachure,1,52
50075,adultérin,1,74
50082,abolitionniste,1,52
50086,pipelette,1,86
50094,barda,1,84
50100,Pif le chien,1,60
50102,circonstances atténuantes,1,54
50104,ciseaux,1,504
50107,Moi,1,54
50110,coup de froid,1,74
50113,fréquenter,1,108
50115,black jack,1,92
50125,imagé,1,76
50127,gantelée,1,52
50133,Louis Hachette,1,58
50134,Bel-Ami,1,58
50135,modéliser,1,74
50144,payé,1,92
50145,inélégant,1,58
50147,cantharide,1,52
50148,chéloniens,1,68
50154,Humbeline,1,54
50156,gémellaire,1,78
50157,ébaudissement,1,52
50164,graver,1,150
50169,épiglottite,1,52
50171,controversé,1,66
50173,archée,1,54
50177,pensant,1,58
50182,badaud,1,104
50186,se relever,1,58
50193,décence,1,104
50194,reines-claudes,1,52
50195,piano,1,916
50200,déontologie,1,56
50202,souillé,1,60
50203,mettre en route,1,54
50205,nonante,1,52
50207,helvétisme,1,52
50208,émoustillant,1,52
50213,bubale,1,52
50214,bonite,1,52
50223,station thermale,1,54
50229,Athènes,1,346
50230,lessivier,1,52
50233,capricorne,1,512
50236,Malpolon monspessulanus,1,52
50237,vert pomme,1,92
50241,écotoxicologie,1,54
50245,contre-ténor,1,62
50251,bordage,1,62
50257,défavoriser,1,64
50262,mutuelle,1,180
50268,faible,1,388
50275,pauvrement,1,72
50278,gondolier,1,70
50279,criticisme,1,52
50280,incorruptible,1,64
50281,éparpillement,1,54
50284,bâtir,1,492
50286,scandinave,1,68
50291,Yves Klein,1,52
50293,rendre la justice,1,52
50294,bijection,1,58
50295,DST,1,78
50296,huitaine,1,54
50298,Islamabad,1,54
50300,phi,1,76
50304,vareuse,1,52
50305,chopine,1,78
50306,porcherie,1,156
50310,iléon,1,62
50312,fricative,1,54
50314,côtière,1,54
50327,prédisposition,1,56
50328,Fujian,1,52
50333,plongeon,1,94
50346,hippisme,1,81
50350,sédatif,1,72
50352,constitution,1,180
50354,frauduleusement,1,72
50356,partout,1,404
50361,enguirlander,1,102
50364,Europe centrale,1,68
50370,marchandage,1,72
50371,Puccini,1,52
50372,anaérobie,1,54
50374,blanchis,1,74
50377,xanthophylle,1,52
50381,oléagineux,1,60
50385,se replier sur soi,1,72
50386,difficultueux,1,54
50391,Alexandre Ier,1,52
50396,Minneapolis,1,54
50397,pestiféré,1,52
50406,confortable,1,250
50410,vacance,1,222
50416,prologue,1,80
50420,calcédoine,1,72
50421,Roman Polanski,1,106
50423,engagé,1,158
50427,alarmiste,1,52
50432,fosse,1,134
50435,dédicace,1,82
50437,collant,1,316
50443,défibrillateur,1,58
50444,fluidifier,1,56
50445,gigaoctet,1,52
50448,Suzanne,1,78
50451,indistinctement,1,70
50454,tungstate,1,56
50456,cocagne,1,52
50469,petit-suisse,1,52
50470,signal,1,270
50471,marsouin,1,72
50472,promenade,1,472
50473,palpitations,1,62
50484,inaliénable,1,52
50486,perturbateur,1,52
50491,rassemblement,1,192
50492,fraîchir,1,54
50495,roser,1,54
50506,respectabilité,1,52
50508,citadin,1,136
50515,se soulager,1,66
50516,schizophrène,1,96
50529,sérum,1,70
50531,fumage,1,60
50532,tour de passe-passe,1,58
50538,enregistrable,1,60
50542,humidifier,1,154
50543,étangs,1,52
50544,manade,1,54
50548,se recorder,1,52
50549,lurette,1,52
50550,élimer,1,70
50551,physiologie végétale,1,66
50554,en difficulté,1,52
50558,traînasser,1,58
50564,frontale,1,64
50567,agriculture,1,1692
50570,contre-tension,1,52
50571,Morvan,1,52
50574,Pantagruel,1,140
50575,bouquin,1,432
50576,antinucléaire,1,52
50578,caféiné,1,82
50579,princier,1,122
50585,bibine,1,134
50589,réexaminer,1,54
50591,umlaut,1,54
50594,se soucier,1,52
50597,acheminer,1,58
50598,subventionner,1,52
50602,Deneuve,1,58
50603,lapilli,1,54
50607,répandre,1,150
50608,oniromancien,1,52
50610,cloué,1,86
50619,mortifier,1,74
50628,admirable,1,130
50630,émouvoir,1,318
50631,politesse,1,716
50632,Thaïlande,1,202
50636,foucade,1,54
50637,abaisse-langue,1,56
50641,urogénital,1,52
50646,question,1,778
50649,euphorie,1,168
50653,retrouvailles,1,86
50656,actuel,1,178
50658,dévêtu,1,152
50662,glande sébacée,1,52
50664,mailler,1,52
50665,invertébrés,1,68
50666,sphérule,1,52
50670,mégalomanie,1,90
50672,désinence,1,58
50678,bêta-adrénergique,1,52
50680,pochette,1,100
50685,patiemment,1,98
50688,dolomie,1,52
50691,écrémé,1,78
50695,Durtal,1,56
50698,indicateur,1,90
50699,confucianisme,1,56
50700,désinfectant,1,236
50706,fertiliser,1,58
50709,nitrer,1,52
50711,faîte,1,64
50713,Sandoz,1,58
50715,Dendérah,1,52
50716,antagoniste,1,82
50719,immatérialisme,1,52
50720,courlis,1,54
50724,inorganisé,1,52
50727,gravure,1,178
50729,Homère,1,274
50731,bugle,1,52
50732,se refermer,1,52
50733,serveur,1,852
50739,caresser,1,1156
50743,engageant,1,64
50746,radiant,1,62
50747,muraille,1,200
50749,Le Désert rouge,1,54
50750,prisme,1,72
50751,ouïe,1,360
50752,champignonnière,1,52
50753,marteaux,1,64
50754,bitture,1,56
50758,planaire,1,58
50760,chips,1,192
50761,vélodrome,1,96
50762,pingre,1,122
50764,prévision,1,278
50765,clématite,1,80
50767,Mohawk,1,56
50768,Perl,1,56
50776,paddock,1,66
50777,punique,1,98
50778,wallaby,1,52
50781,résumer,1,62
50785,crayonnage,1,68
50786,févier,1,52
50792,hypoallergénique,1,70
50810,romanesque,1,56
50814,dispersion,1,104
50816,framboisier,1,114
50820,phases,1,54
50823,éraflure,1,74
50825,pouilleux,1,80
50835,maîtriser,1,96
50842,nécropole,1,70
50844,faire un faux pas,1,82
50846,aliter,1,70
50854,ébouriffer,1,66
50859,découplage,1,60
50862,Caen,1,56
50867,cabrer,1,52
50868,virulent,1,68
50869,seins,1,556
50872,toscan,1,56
50873,abords,1,54
50877,prévenir,1,346
50878,indéfiniment,1,52
50881,cheminot,1,156
50887,gastro-entérite,1,134
50888,se libérer,1,56
50889,gris,1,862
50891,rhabilleur,1,54
50893,informatif,1,60
50898,cortex,1,102
50906,calmos,1,52
50908,cimenterie,1,88
50913,thermodynamique,1,92
50920,vert amande,1,56
50923,Ader,1,54
50927,singeries,1,52
50931,tribal,1,64
50932,rougeaud,1,62
50944,affolé,1,54
50946,adjonction,1,56
50947,force motrice,1,52
50948,garde-malade,1,82
50949,cabinet ministériel,1,68
50951,Uxmal,1,54
50952,Paul Gauguin,1,58
50959,tirer un trait,1,52
50960,rugueux,1,92
50964,ridiculiser,1,88
50965,sous-cutané,1,58
50969,benthique,1,118
50970,synchro,1,54
50973,division administrative,1,74
50985,éluder,1,72
50988,originel,1,76
50996,caméléon,1,64
51000,rapaces,1,52
51011,désaltérant,1,70
51012,fleur bleue,1,116
51015,pneumocoque,1,74
51017,mitoyen,1,58
51019,débaucher,1,68
51021,pouvoirs,1,56
51026,tirer au clair,1,72
51027,gymnaste,1,136
51028,Languedoc-Roussillon,1,110
51030,asperger,1,106
51032,cartilage de conjugaison,1,54
51034,aniline,1,54
51036,abomasum,1,56
51040,culture physique,1,110
51041,phallique,1,52
51048,panda,1,116
51054,rapace,1,394
51055,kit,1,80
51057,êtres,1,82
51060,parachutage,1,68
51063,moralement,1,60
51068,chlorofluorocarbure,1,54
51071,hydrocarbures,1,66
51073,tabagie,1,102
51077,Bengale,1,66
51078,être amoureux de,1,54
51079,fasciner,1,110
51084,lemming,1,52
51100,nidification,1,52
